"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Gubareva M.; Umar Z.; Sokolova T.; Antonyuk V.","Gubareva, Mariya (56850438400); Umar, Zaghum (56274328600); Sokolova, Tatiana (56988766100); Antonyuk, Valentina (56395136300)","56850438400; 56274328600; 56988766100; 56395136300","For whom does it pay to be a moral capitalist? Sustainability of corporate financial performance of ESG investment","2023","PLoS ONE","18","5 May","e0285027","","","","8","10.1371/journal.pone.0285027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159220593&doi=10.1371%2fjournal.pone.0285027&partnerID=40&md5=581f1cac3f5d7cf9841256b7e255557e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85159220593"
"Fu W.; Abbass K.; Niazi A.A.K.; Zhang H.; Basit A.; Qazi T.F.","Fu, Weiqiong (36094016800); Abbass, Kashif (57203901998); Niazi, Abdul Aziz Khan (57202870043); Zhang, Hanxiao (57424570300); Basit, Abdul (58831986700); Qazi, Tehmina Fiaz (45561616600)","36094016800; 57203901998; 57202870043; 57424570300; 58831986700; 45561616600","Assessment of sustainable green financial environment: the underlying structure of monetary seismic aftershocks of the COVID-19 pandemic","2023","Environmental Science and Pollution Research","30","22","","61496","61510","14","26","10.1007/s11356-022-20178-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129272331&doi=10.1007%2fs11356-022-20178-1&partnerID=40&md5=d7fd7b0dad7df04dc61997aba26337e0","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85129272331"
"Zhu N.; Zhou Y.; Zhang S.; Yan J.","Zhu, Naiping (36987290300); Zhou, Yueyong (58127018000); Zhang, Siyi (58128297200); Yan, Jin (58022538800)","36987290300; 58127018000; 58128297200; 58022538800","Tax incentives and environmental, social, and governance performance: empirical evidence from China","2023","Environmental Science and Pollution Research","30","19","","54899","54913","14","13","10.1007/s11356-023-26112-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149373840&doi=10.1007%2fs11356-023-26112-3&partnerID=40&md5=ecaa516c97b16f84ab80ed6f7d56e6ff","Article","Final","","Scopus","2-s2.0-85149373840"
"Park J.G.; Park K.; Noh H.; Kim Y.G.","Park, Jong Gyu (57188841024); Park, Kijung (56099998900); Noh, Heena (57354064800); Kim, Yong Geun (57218546069)","57188841024; 56099998900; 57354064800; 57218546069","Characterization of CSR, ESG, and Corporate Citizenship through a Text Mining-Based Review of Literature","2023","Sustainability (Switzerland)","15","5","3892","","","","11","10.3390/su15053892","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149944350&doi=10.3390%2fsu15053892&partnerID=40&md5=f2736b5557897d479a83e641ed98b0df","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85149944350"
"Schwake N.G.","Schwake, Nick G. (58450786400)","58450786400","What Is Material?: Creating a Conducive Environment for Climate-Related Information Disclosure in the Oil and Gas Industry","2023","Iowa Law Review","108","4","","1959","2001","42","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164019476&partnerID=40&md5=2e0ed6cb87cec50f5aee54782ef9f020","Article","Final","","Scopus","2-s2.0-85164019476"
"Eggert J.; Hartmann J.","Eggert, Julius (57222667743); Hartmann, Julia (56034973100)","57222667743; 56034973100","Sustainable supply chain management – a key to resilience in the global pandemic","2023","Supply Chain Management","28","3","","486","507","21","15","10.1108/SCM-10-2021-0463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127771618&doi=10.1108%2fSCM-10-2021-0463&partnerID=40&md5=80b7fdac05d0464a37b0b7f61b734994","Article","Final","","Scopus","2-s2.0-85127771618"
"Alodat A.Y.; Salleh Z.; Hashim H.A.","Alodat, Ahmad Yuosef (57226457049); Salleh, Zalailah (55452291100); Hashim, Hafiza Aishah (57844152300)","57226457049; 55452291100; 57844152300","Corporate governance and sustainability disclosure: evidence from Jordan","2023","Corporate Governance (Bingley)","23","3","","587","606","19","21","10.1108/CG-04-2022-0162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139711769&doi=10.1108%2fCG-04-2022-0162&partnerID=40&md5=a50e2026626d9251c40e3ea64d1bddd2","Article","Final","","Scopus","2-s2.0-85139711769"
"Bernard J.; Boiral O.; Guillaumie L.; Brotherton M.-C.","Bernard, Julie (57201286041); Boiral, Olivier (6506613972); Guillaumie, Laurence (35490470800); Brotherton, Marie-Christine (57193719762)","57201286041; 6506613972; 35490470800; 57193719762","Does proxy voting really promote corporate sustainability?","2023","Corporate Governance: An International Review","31","3","","445","463","18","7","10.1111/corg.12464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131011045&doi=10.1111%2fcorg.12464&partnerID=40&md5=6b09ccacc41872cc5313f5ef17d33c16","Article","Final","","Scopus","2-s2.0-85131011045"
"Gavrilakis N.; Floros C.","Gavrilakis, Nektarios (57222482488); Floros, Christos (21742621200)","57222482488; 21742621200","ESG performance, herding behavior and stock market returns: evidence from Europe","2023","Operational Research","23","1","3","","","","16","10.1007/s12351-023-00745-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148438214&doi=10.1007%2fs12351-023-00745-1&partnerID=40&md5=14a24ccae8382a0552b80f6d0cffb9c8","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85148438214"
"Chang Y.J.; Yoo J.W.","Chang, Yu Jin (58000441800); Yoo, Jae Wook (36882187800)","58000441800; 36882187800","How Does the Degree of Competition in an Industry Affect a Company’s Environmental Management and Performance?","2023","Sustainability (Switzerland)","15","9","7675","","","","2","10.3390/su15097675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159328338&doi=10.3390%2fsu15097675&partnerID=40&md5=7bc2d4c488c4cac637dcb0420a7d3e3c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85159328338"
"Zheng S.; Jin S.","Zheng, Sisi (58099615400); Jin, Shanyue (57211458169)","58099615400; 57211458169","Can Enterprises in China Achieve Sustainable Development through Green Investment?","2023","International Journal of Environmental Research and Public Health","20","3","1787","","","","11","10.3390/ijerph20031787","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147871631&doi=10.3390%2fijerph20031787&partnerID=40&md5=9efe0de2fa1ee17ddd9f5471726b4a04","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85147871631"
"Seth N.; Singh D.","Seth, Neha (56592413100); Singh, Deepti (57219402355)","56592413100; 57219402355","Returns and Asymmetric Volatility Interdependencies between Sustainable and Conventional Stock Indices: Evidence from Developed and Emerging Countries","2023","Vision","","","","","","","1","10.1177/09722629231208573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177553762&doi=10.1177%2f09722629231208573&partnerID=40&md5=eb3728a979633c6e50ad8f06f7dcd1ab","Article","Article in press","","Scopus","2-s2.0-85177553762"
"Kayani U.N.","Kayani, Umar Nawaz (57201631880)","57201631880","Exploring prospects of blockchain and fintech: using SLR approach","2023","Journal of Science and Technology Policy Management","","","","","","","7","10.1108/JSTPM-01-2023-0005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179964504&doi=10.1108%2fJSTPM-01-2023-0005&partnerID=40&md5=5871700eb746d7dee334bc64fe454275","Review","Article in press","","Scopus","2-s2.0-85179964504"
"Hernaus A.I.; Zoricic D.; Dolinar D.","Hernaus, Ana Ivanisevic (57096081800); Zoricic, Davor (57194914686); Dolinar, Denis (57038504800)","57096081800; 57194914686; 57038504800","How competitive is SRI in developing financial markets: The case of Central and Eastern Europe","2023","E a M: Ekonomie a Management","26","2","","172","188","16","0","10.15240/tul/001/2023-2-011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163106899&doi=10.15240%2ftul%2f001%2f2023-2-011&partnerID=40&md5=c496a895a3867d62d49ea041823c7e5e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85163106899"
"Cudjoe M.A.; Abdul Latiff A.R.; Kasim N.A.A.; Osman M.N.H.","Cudjoe, Mawuena Akosua (57211271878); Abdul Latiff, Ahmed Razman (57208550617); Kasim, Nor Aziah Abu (58528742000); Osman, Mohammad Noor Hisham (57191345458)","57211271878; 57208550617; 58528742000; 57191345458","Socially responsible investment practices and implementation approaches: A case study of listed extractive firms in Ghana","2023","Cogent Business and Management","10","2","2238338","","","","0","10.1080/23311975.2023.2238338","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167417417&doi=10.1080%2f23311975.2023.2238338&partnerID=40&md5=74d59d5beaeb041037bb7a3b6848f73c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85167417417"
"Ferrat Y.; Daty F.; Burlacu R.","Ferrat, Yann (57208055979); Daty, Frédéric (57374536000); Burlacu, Radu (55847761600)","57208055979; 57374536000; 55847761600","The role of size effects in moderating the benefits of sustainable investing","2023","BRQ Business Research Quarterly","","","","","","","0","10.1177/23409444231162872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152590482&doi=10.1177%2f23409444231162872&partnerID=40&md5=beafed2ec74ef5f3bce59577de171e44","Article","Article in press","All Open Access; Gold Open Access","Scopus","2-s2.0-85152590482"
"Bataineh H.; Alkurdi A.; Abuhommous A.A.; Abdel Latif M.","Bataineh, Hanady (57203901592); Alkurdi, Amneh (57194563923); Abuhommous, Ala’a Adden (57195418276); Abdel Latif, Mohammad (58722120500)","57203901592; 57194563923; 57195418276; 58722120500","The role of ownership structure, board, and audit committee in corporate social responsibility disclosure: Jordanian evidence","2023","Journal of Islamic Accounting and Business Research","","","","","","","3","10.1108/JIABR-03-2023-0102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177854506&doi=10.1108%2fJIABR-03-2023-0102&partnerID=40&md5=89eb8482a379b747dd48b00e86e78d8e","Article","Article in press","","Scopus","2-s2.0-85177854506"
"Abdulhadi K.H.; Dashtbayaz M.L.","Abdulhadi, Karrar Hamzah (57219296202); Dashtbayaz, Mahmoud Lari (55924754100)","57219296202; 55924754100","CROSS-COUNTRY ANALYSIS: EXPLORING THE IMPACT OF INTANGIBLE ASSETS AND MACROECONOMIC FACTORS ON STOCK PRICES IN IRAN, SAUDI ARABIA, AND IRAQ","2023","International Journal of Economics and Finance Studies","15","3","","22","56","34","0","10.34109/ijefs.202315302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173975649&doi=10.34109%2fijefs.202315302&partnerID=40&md5=bb539ccad9aa9eba26b5d55784ccf2bc","Article","Final","","Scopus","2-s2.0-85173975649"
"Tarabishi A.; Sinno R.; Gleason K.; AlKhazali O.","Tarabishi, Ahmed (58102638100); Sinno, Roy (58091520100); Gleason, Kimberly (7006574991); AlKhazali, Osamah (57985721700)","58102638100; 58091520100; 7006574991; 57985721700","ESG Scores and Islamic Banks: An Observation and Call to Action","2023","Springer Proceedings in Business and Economics","","","","259","274","15","0","10.1007/978-3-031-18663-9_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147983114&doi=10.1007%2f978-3-031-18663-9_16&partnerID=40&md5=6a9890fd0e81a360aa9164f19fd51f77","Conference paper","Final","","Scopus","2-s2.0-85147983114"
"Duttilo P.; Gattone S.A.; Iannone B.","Duttilo, Pierdomenico (57224516746); Gattone, Stefano Antonio (6506993006); Iannone, Barbara (57192543704)","57224516746; 6506993006; 57192543704","Mixtures of generalized normal distributions and EGARCH models to analyse returns and volatility of ESG and traditional investments","2023","AStA Advances in Statistical Analysis","","","","","","","0","10.1007/s10182-023-00487-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176795114&doi=10.1007%2fs10182-023-00487-7&partnerID=40&md5=403a6f02d78eb7b420dfb52eef024210","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85176795114"
"Tran M.D.; Ha H.H.","Tran, Manh Dung (57200441642); Ha, Hong Hanh (57216213256)","57200441642; 57216213256","Corporate governance disclosure and annual reports quality: An investigation in Vietnam context","2023","Cogent Economics and Finance","11","1","2173125","","","","1","10.1080/23322039.2023.2173125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153766499&doi=10.1080%2f23322039.2023.2173125&partnerID=40&md5=8c9e19bfce0dfa9a1897d34d2a36109c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85153766499"
"Clarke T.","Clarke, Thomas (7202915627)","7202915627","International Corporate Governance: Third Edition","2023","International Corporate Governance: Third Edition","","","","1","801","800","0","10.4324/9781003181118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170197363&doi=10.4324%2f9781003181118&partnerID=40&md5=0bd437b160fe76c01c8b633579b8b73e","Book","Final","","Scopus","2-s2.0-85170197363"
"Zhao Y.; Elahi E.; Khalid Z.; Sun X.; Sun F.","Zhao, Yan (58074837700); Elahi, Ehsan (57189502983); Khalid, Zainab (57513540700); Sun, Xuegang (58074300400); Sun, Fang (57941449500)","58074837700; 57189502983; 57513540700; 58074300400; 57941449500","Environmental, Social and Governance Performance: Analysis of CEO Power and Corporate Risk","2023","Sustainability (Switzerland)","15","2","1471","","","","8","10.3390/su15021471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146668000&doi=10.3390%2fsu15021471&partnerID=40&md5=992544f6379c390960a3f58eaf909706","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85146668000"
"Faiella I.; Bernardini E.; Di Giampaolo J.; Letta S.; Nasti D.; Fruzzetti M.","Faiella, Ivan (55825007400); Bernardini, Enrico (57206728725); Di Giampaolo, Johnny (57206726001); Letta, Simone (58156733200); Nasti, Davide (58155546200); Fruzzetti, Marco (58156502400)","55825007400; 57206728725; 57206726001; 58156733200; 58155546200; 58156502400","The Exposure of Investments to Climate and Environmental Risks","2023","Contributions to Finance and Accounting","Part F1453","","","277","312","35","1","10.1007/978-3-031-33882-3_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172804006&doi=10.1007%2f978-3-031-33882-3_12&partnerID=40&md5=d069cb0182ddf91a70913d3f7bcf75d8","Book chapter","Final","","Scopus","2-s2.0-85172804006"
"Lee H.; Lee S.H.; Lee K.R.; Kim J.H.","Lee, Haein (57222599471); Lee, Seon Hong (57222608489); Lee, Kyeo Re (57219228965); Kim, Jang Hyun (35334398800)","57222599471; 57222608489; 57219228965; 35334398800","ESG Discourse Analysis Through BERTopic: Comparing News Articles and Academic Papers","2023","Computers, Materials and Continua","75","3","","6023","6037","14","12","10.32604/cmc.2023.039104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165542612&doi=10.32604%2fcmc.2023.039104&partnerID=40&md5=a94d5a65cd6a9148def03df7a0ae5821","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85165542612"
"","","","S","2023","Essential Concepts of Sustainable Finance: An A-Z Guide","","","","185","244","59","0","10.4324/9781003310891-18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164870675&doi=10.4324%2f9781003310891-18&partnerID=40&md5=bc2dbc64e28110d232ecc0855b09f6b1","Book chapter","Final","","Scopus","2-s2.0-85164870675"
"Ofori-Sasu D.; Kuttu S.; Agbloyor E.K.; Abor J.Y.","Ofori-Sasu, Daniel (57194494546); Kuttu, Saint (56148585200); Agbloyor, Elikplimi Komla (54950097400); Abor, Joshua Yindenaba (55939861700)","57194494546; 56148585200; 54950097400; 55939861700","Board dynamics, dividend pay-out policy and banking efficiency in an emerging market context","2023","International Journal of Business and Emerging Markets","15","1","","80","111","31","3","10.1504/IJBEM.2023.10052264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147567517&doi=10.1504%2fIJBEM.2023.10052264&partnerID=40&md5=b3d828aefe39bfbb71643b3bd96d2379","Article","Final","","Scopus","2-s2.0-85147567517"
"McKellar J.","McKellar, James (25625141900)","25625141900","Infrastructure as Business: The Role of Private Investment Capital","2023","Infrastructure as Business: The Role of Private Investment Capital","","","","1","264","263","2","10.1201/9781003396949","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168911837&doi=10.1201%2f9781003396949&partnerID=40&md5=a7dda4e58ec31e270403212d291ba482","Book","Final","","Scopus","2-s2.0-85168911837"
"Pokou F.; Sadefo Kamdem J.; Benhmad F.","Pokou, Fredy (58657114400); Sadefo Kamdem, Jules (57205417901); Benhmad, François (55217794600)","58657114400; 57205417901; 55217794600","Empirical Performance of an ESG Assets Portfolio from US Market","2023","Computational Economics","","","","","","","0","10.1007/s10614-023-10491-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174624381&doi=10.1007%2fs10614-023-10491-3&partnerID=40&md5=d84533495da30ee84796db63205b96e8","Article","Article in press","","Scopus","2-s2.0-85174624381"
