"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"García-Sánchez I.-M.; Cunha-Araujo D.-J.; Amor-Esteban V.; Enciso-Alfaro S.-Y.","García-Sánchez, Isabel-María (57193363767); Cunha-Araujo, Davi-Jonatas (58844625900); Amor-Esteban, Víctor (57196276446); Enciso-Alfaro, Saudi-Yulieth (57932331000)","57193363767; 58844625900; 57196276446; 57932331000","Leadership and Agenda 2030 in the Context of Big Challenges: Sustainable Development Goals on the Agenda of the Most Powerful CEOs","2024","Administrative Sciences","14","7","146","","","","3","10.3390/admsci14070146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199929744&doi=10.3390%2fadmsci14070146&partnerID=40&md5=b25ae151b3dc4eed67ae9920f2691b70","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199929744"
"Liu W.; Jing K.","Liu, Wenling (58564581500); Jing, Kui (57218563034)","58564581500; 57218563034","ESG portfolio for TDFs with time-varying higher moments and cardinality constraint","2024","International Transactions in Operational Research","31","6","","4270","4295","25","0","10.1111/itor.13364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169903110&doi=10.1111%2fitor.13364&partnerID=40&md5=bd44047b30f9307b883d80ef52cc24c9","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85169903110"
"Sahoo S.","Sahoo, Satyaban (57462986400)","57462986400","Harmony in diversity: Exploring connectedness and portfolio strategies among crude oil, gold, traditional and sustainable index","2024","Resources Policy","97","","105281","","","","0","10.1016/j.resourpol.2024.105281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201922557&doi=10.1016%2fj.resourpol.2024.105281&partnerID=40&md5=d57dcef51d2468e767916b6419e999f0","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85201922557"
"Jiao J.; Wang Y.; Yan A.","Jiao, Jie (30967546700); Wang, Yanyang (58843922700); Yan, An (15763987300)","30967546700; 58843922700; 15763987300","Corporate social responsibility and investor relationship management","2024","Financial Review","59","3","","657","685","28","0","10.1111/fire.12377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183128855&doi=10.1111%2ffire.12377&partnerID=40&md5=b66b01ef88ad9066964fb1a161a6b680","Article","Final","","Scopus","2-s2.0-85183128855"
"Popescu I.-S.; Schaubroeck T.; Gibon T.; Petucco C.; Benetto E.","Popescu, Ioana-Stefania (57219371742); Schaubroeck, Thomas (55189248100); Gibon, Thomas (56117208900); Petucco, Claudio (55820457100); Benetto, Enrico (24334369400)","57219371742; 55189248100; 56117208900; 55820457100; 24334369400","Investment funds are responsible for substantial environmental and social impacts","2024","Communications Earth and Environment","5","1","355","","","","0","10.1038/s43247-024-01479-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197260672&doi=10.1038%2fs43247-024-01479-4&partnerID=40&md5=bb7b8ecee24b17f51002ab1011c5428e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85197260672"
"Yuan R.; Liu M.J.; Qian L.; Chen Y.","Yuan, Ruizhi (56768856500); Liu, Martin J. (22993817300); Qian, Lixian (57207372703); Chen, Yuhuilin (57160646200)","56768856500; 22993817300; 57207372703; 57160646200","The effect of corporate social responsibility hybridity on firm performance: moderating role of aspirational talk","2024","Industrial Management and Data Systems","124","9","","2758","2790","32","0","10.1108/IMDS-12-2023-0961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200348247&doi=10.1108%2fIMDS-12-2023-0961&partnerID=40&md5=3e367da1bd2089630ce243eae259382b","Article","Final","","Scopus","2-s2.0-85200348247"
"Jaiswal R.; Gupta S.; Tiwari A.K.","Jaiswal, Rachana (57930328000); Gupta, Shashank (57929009600); Tiwari, Aviral Kumar (57204698496)","57930328000; 57929009600; 57204698496","Decoding mood of the Twitterverse on ESG investing: opinion mining and key themes using machine learning","2024","Management Research Review","47","8","","1221","1252","31","1","10.1108/MRR-07-2023-0526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188285786&doi=10.1108%2fMRR-07-2023-0526&partnerID=40&md5=fa7a02027723cc8562839bfec300bc30","Article","Final","","Scopus","2-s2.0-85188285786"
"Ng A.C.; Rezaee Z.","Ng, Anthony C. (59064409900); Rezaee, Zabihollah (6603153872)","59064409900; 6603153872","Does the market value corporate impact investing and socially responsible investing?","2024","Review of Financial Economics","42","4","","399","441","42","0","10.1002/rfe.1209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205217995&doi=10.1002%2frfe.1209&partnerID=40&md5=7d36e8c30c0bfb9428221b2bcb7199e9","Article","Final","","Scopus","2-s2.0-85205217995"
"Zhang X.; Huang C.-H.","Zhang, Xiaojia (59002938800); Huang, Chia-Hsing (55255377000)","59002938800; 55255377000","Investor characteristics, intention toward socially responsible investment (SRI), and SRI behavior in Chinese stock market: The moderating role of risk propensity","2024","Heliyon","10","14","e34230","","","","0","10.1016/j.heliyon.2024.e34230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198144725&doi=10.1016%2fj.heliyon.2024.e34230&partnerID=40&md5=9591630f5c291896cde54424db7daddd","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85198144725"
"Dissanayake H.; Dissabandara H.; Ajward R.; Perera W.; Popescu C.; Radulescu I.G.","Dissanayake, Hiranya (58029514800); Dissabandara, Hareendra (59352940100); Ajward, Roshan (57221848044); Perera, Wasantha (57190275341); Popescu, Catalin (29068047000); Radulescu, Irina Gabriela (14029088000)","58029514800; 59352940100; 57221848044; 57190275341; 29068047000; 14029088000","Salience of corporate sustainability: Proposed operationalization","2024","Emerging Patterns and Behaviors in a Green Resilient Economy","","","","205","232","27","0","10.1108/978-1-83549-780-720241011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205542232&doi=10.1108%2f978-1-83549-780-720241011&partnerID=40&md5=b1eca25e1fd5bed5d4d2894c66f6be2f","Book chapter","Final","","Scopus","2-s2.0-85205542232"
"Aruga K.","Aruga, Kentaka (41960939400)","41960939400","Comparing the willingness to invest returns among green, sustainability, and blue bonds","2024","Journal of Environmental Management","364","","121458","","","","0","10.1016/j.jenvman.2024.121458","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195691214&doi=10.1016%2fj.jenvman.2024.121458&partnerID=40&md5=6cbe457f8e86dbb9ceadd89748704afe","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85195691214"
"Thein H.H.; Grosman A.; Sosnovskikh S.; Klarin A.","Thein, Htwe Htwe (36722447900); Grosman, Anna (57188868179); Sosnovskikh, Sergey (57196193784); Klarin, Anton (57206196180)","36722447900; 57188868179; 57196193784; 57206196180","Should we stay or should we exit? Dilemmas faced by multinationals under sanctioned regimes","2024","Journal of World Business","59","6","101585","","","","0","10.1016/j.jwb.2024.101585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203013770&doi=10.1016%2fj.jwb.2024.101585&partnerID=40&md5=795f6e8331775f3e2d99bbc156f19a46","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85203013770"
"Ahad M.; Imran Z.A.; Shahzad K.","Ahad, Muhammad (57193532172); Imran, Zulfiqar Ali (57218609268); Shahzad, Khurram (59130502800)","57193532172; 57218609268; 59130502800","Safe haven between European ESG and energy sector under Russian-Ukraine war: Role of sustainable investments for portfolio diversification","2024","Energy Economics","138","","107853","","","","0","10.1016/j.eneco.2024.107853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202212803&doi=10.1016%2fj.eneco.2024.107853&partnerID=40&md5=68b5977e27d93d973749e2c4cd5f9e8b","Article","Final","","Scopus","2-s2.0-85202212803"
"Atshan N.; Jamaludin H.; Tong C.S.; Al-Abrrow H.; Abbas S.","Atshan, Nadia (57207624056); Jamaludin, Hamiza (57196416207); Tong, Chong Seng (58845262600); Al-Abrrow, Hadi (57204421099); Abbas, Sammar (57188809820)","57207624056; 57196416207; 58845262600; 57204421099; 57188809820","A conceptual framework for exploring the use of a green marketing mix and brand image to attract customers for green services while visiting a hotel: A step toward marketing sustainability","2025","Multidisciplinary Reviews","8","1","e2025019","","","","0","10.31893/multirev.2025019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205307716&doi=10.31893%2fmultirev.2025019&partnerID=40&md5=8890a0dcf8e728da66224205dd28cb77","Article","Final","","Scopus","2-s2.0-85205307716"
"Ul Abideen Z.; Fuling H.","Ul Abideen, Zain (58791201500); Fuling, Han (57219910727)","58791201500; 57219910727","Sustainability reporting and investor sentiment. A sustainable development approach to Chinese-listed firms.","2024","Journal of Cleaner Production","466","","142880","","","","0","10.1016/j.jclepro.2024.142880","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195816586&doi=10.1016%2fj.jclepro.2024.142880&partnerID=40&md5=95d5428bd60eb24f58983f975ae2e3b0","Article","Final","","Scopus","2-s2.0-85195816586"
"Sheng D.; Montgomery H.A.","Sheng, Dachen (57959301400); Montgomery, Heather A. (7101923987)","57959301400; 7101923987","Assessing Mutual Fund Performance in China: A Sector Weight-Based Approach","2024","Mathematics","12","16","2449","","","","0","10.3390/math12162449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202626897&doi=10.3390%2fmath12162449&partnerID=40&md5=9ad715f789a25de63ab01a2692bea916","Article","Final","","Scopus","2-s2.0-85202626897"
"Gevorkova V.; Sangiorgi I.; Vogt J.","Gevorkova, Victoria (58784769900); Sangiorgi, Ivan (57200177040); Vogt, Julia (24178913400)","58784769900; 57200177040; 24178913400","Cleansing Investor’s Conscience: The Effects of Incidental Guilt on Socially Responsible Investment Decisions","2024","Journal of Business Ethics","193","1","","89","114","25","1","10.1007/s10551-023-05585-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180837149&doi=10.1007%2fs10551-023-05585-9&partnerID=40&md5=31d78fcfc453dc5c9ced84af0a31734d","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85180837149"
"Olteanu A.L.; Ionașcu A.E.; Cosma S.; Barbu C.A.; Popa A.; Cioroiu C.G.; Goswami S.S.","Olteanu, Andreea Larisa (59330519100); Ionașcu, Alina Elena (58648629600); Cosma, Sorinel (59330166700); Barbu, Corina Aurora (57366277200); Popa, Alexandra (58555278200); Cioroiu, Corina Georgiana (59330633800); Goswami, Shankha Shubhra (57215653953)","59330519100; 58648629600; 59330166700; 57366277200; 58555278200; 59330633800; 57215653953","Prioritizing the European Investment Sectors Based on Different Economic, Social, and Governance Factors Using a Fuzzy-MEREC-AROMAN Decision-Making Model","2024","Sustainability (Switzerland)","16","17","7790","","","","0","10.3390/su16177790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204131399&doi=10.3390%2fsu16177790&partnerID=40&md5=82f8e7181cccc8331a23d8abf9f970a2","Article","Final","","Scopus","2-s2.0-85204131399"
"Wang K.T.; Wu Y.","Wang, Kun Tracy (56762993900); Wu, Yue (57277882100)","56762993900; 57277882100","Corporate social responsibility reporting and investment: Evidence from mergers and acquisitions","2024","Journal of Business Finance and Accounting","51","7-8","","1893","1942","49","2","10.1111/jbfa.12768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179327983&doi=10.1111%2fjbfa.12768&partnerID=40&md5=6f5f715bd1b6e5bd42935a138e336b92","Article","Final","","Scopus","2-s2.0-85179327983"
"Zrigui M.; Khanchel I.; Lassoued N.","Zrigui, Mouna (59124500900); Khanchel, Imen (53877109600); Lassoued, Naima (55428304200)","59124500900; 53877109600; 55428304200","Does environmental, social and governance performance affect acquisition premium?","2024","Review of International Business and Strategy","34","4","","469","494","25","0","10.1108/RIBS-07-2023-0076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192874847&doi=10.1108%2fRIBS-07-2023-0076&partnerID=40&md5=4637de53dfc302447526350d7e463012","Article","Final","","Scopus","2-s2.0-85192874847"
"Xu D.; Corbet S.; Lang C.; Hu Y.","Xu, Danyang (57218875454); Corbet, Shaen (56443822800); Lang, Chunlin (58117600400); Hu, Yang (57209789948)","57218875454; 56443822800; 58117600400; 57209789948","Understanding dynamic return connectedness and portfolio strategies among international sustainable exchange-traded funds","2024","Economic Modelling","141","","106864","","","","0","10.1016/j.econmod.2024.106864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202857124&doi=10.1016%2fj.econmod.2024.106864&partnerID=40&md5=f65462e4adfc19b9a7704f1ca6050e33","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85202857124"
"Bhattacherjee P.; Mishra S.; Bouri E.","Bhattacherjee, Purba (58630074000); Mishra, Sibanjan (57193386805); Bouri, Elie (55270146400)","58630074000; 57193386805; 55270146400","Does asset-based uncertainty drive asymmetric return connectedness across regional ESG markets?","2024","Global Finance Journal","61","","100972","","","","1","10.1016/j.gfj.2024.100972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190978190&doi=10.1016%2fj.gfj.2024.100972&partnerID=40&md5=123aa992f145f78f65f1573239066eff","Article","Final","","Scopus","2-s2.0-85190978190"
"Faff R.; Huang J.; Shao P.; Xiao Y.; Zhou F.","Faff, Robert (7004286307); Huang, Jianning (57938921000); Shao, Pei (56184709700); Xiao, Yuchao (55217455900); Zhou, Fuzhao (57220588477)","7004286307; 57938921000; 56184709700; 55217455900; 57220588477","Does Social Capital Enhance Stock Liquidity? An Investigation of the Resilience of the Trading Environment During a Crisis of Trust","2024","Abacus","60","3","","627","664","37","0","10.1111/abac.12318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185973952&doi=10.1111%2fabac.12318&partnerID=40&md5=d037c34812cb93cae537771035bd2fcd","Article","Final","","Scopus","2-s2.0-85185973952"
"Marti E.; Fuchs M.; DesJardine M.R.; Slager R.; Gond J.-P.","Marti, Emilio (56233517100); Fuchs, Martin (57705264200); DesJardine, Mark R. (57204997939); Slager, Rieneke (55116287200); Gond, Jean-Pascal (8641107200)","56233517100; 57705264200; 57204997939; 55116287200; 8641107200","The Impact of Sustainable Investing: A Multidisciplinary Review","2024","Journal of Management Studies","61","5","","2181","2211","30","11","10.1111/joms.12957","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161425795&doi=10.1111%2fjoms.12957&partnerID=40&md5=0422fd72033277da6858c9e420132d53","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85161425795"
"Ryandono M.N.H.; Widiastuti T.; Mawardi I.; Al Mustofa M.U.; Robani A.; Fanani S.; Dewi E.P.; Atiya N.; Rusanti E.; Nisa' M.","Ryandono, Muhammad Nafik Hadi (57205295169); Widiastuti, Tika (57208401861); Mawardi, Imron (57207942364); Al Mustofa, Muhammad Ubaidillah (57211796319); Robani, Anidah (55655498600); Fanani, Sunan (57216859123); Dewi, Eka Puspa (59233644800); Atiya, Nikmatul (57989329500); Rusanti, Ega (59248931400); Nisa', Mir'atun (59315372600)","57205295169; 57208401861; 57207942364; 57211796319; 55655498600; 57216859123; 59233644800; 57989329500; 59248931400; 59315372600","Constructing an Environmental, Social, And Governance (ESG) Index for Islamic Social Finance Institutions: Empirical Investigation from Indonesia","2024","Journal of Ecohumanism","3","4","","2620","2645","25","0","10.62754/joe.v3i4.3781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203126064&doi=10.62754%2fjoe.v3i4.3781&partnerID=40&md5=f1bc7b7c02bd825c0e157acb3b85d1ae","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85203126064"
"Singhania M.; Swami D.","Singhania, Monica (36158704400); Swami, Deepika (14520130600)","36158704400; 14520130600","Impact investing: Scientometric review and research agenda","2024","Business Ethics, the Environment and Responsibility","33","3","","251","286","35","3","10.1111/beer.12599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173065687&doi=10.1111%2fbeer.12599&partnerID=40&md5=2b11343f65676dcc735fc2b6b245893b","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85173065687"
"Akbar S.W.; Rehman A.U.; Bouri E.; Ijaz M.S.; Arshad I.","Akbar, Syed Waqar (59206285400); Rehman, Ajid Ur (57194130974); Bouri, Elie (55270146400); Ijaz, Muhammad Shahzad (57225393018); Arshad, Imran (57225294734)","59206285400; 57194130974; 55270146400; 57225393018; 57225294734","Socio-economic issues and bank stability: The moderating role of competition","2024","Research in International Business and Finance","71","","102449","","","","0","10.1016/j.ribaf.2024.102449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197580042&doi=10.1016%2fj.ribaf.2024.102449&partnerID=40&md5=5ea146a5976c9ca408b47c51599c080e","Article","Final","","Scopus","2-s2.0-85197580042"
"Tong Y.; Lau Y.W.; Binti Ngalim S.M.","Tong, Youxia (59204518300); Lau, Yeng Wai (25947544600); Binti Ngalim, Siti Manisah (59203940600)","59204518300; 25947544600; 59203940600","Do pilot zones for green finance reform and innovation avoid ESG greenwashing? Evidence from China","2024","Heliyon","10","13","e33710","","","","1","10.1016/j.heliyon.2024.e33710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197518943&doi=10.1016%2fj.heliyon.2024.e33710&partnerID=40&md5=320f4d1edbf7e3da79f29b44bccb5522","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85197518943"
"Meier J.-H.; Lipkow N.; Paientko T.","Meier, Jan-Hendrik (57202443754); Lipkow, Niklas (59225959200); Paientko, Tetiana (56074477300)","57202443754; 59225959200; 56074477300","Stock market performance in the face of external shocks. Does ESG compliance immunize against the pandemic?; [Notowania giełdowe w obliczu wstrząsów zewnętrznych. Czy zgodność działalności firm z zasadami ESG chroni przed negatywnymi skutkami pandemii?]","2024","Zeszyty Teoretyczne Rachunkowosci","48","2","","129","144","15","0","10.5604/01.3001.0054.6244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199026509&doi=10.5604%2f01.3001.0054.6244&partnerID=40&md5=7d6f8b7fa7257281e802754dea036b8b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199026509"
"Joliet R.; Titova Y.","Joliet, Robert (23389336000); Titova, Yulia (57190738961)","23389336000; 57190738961","Who is greener, more social and better-governed? Dual ownership by SRI mutual funds stands out","2024","Economics Letters","243","","111934","","","","0","10.1016/j.econlet.2024.111934","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202014578&doi=10.1016%2fj.econlet.2024.111934&partnerID=40&md5=703977874c8b9afcf300d5579e56367f","Article","Final","","Scopus","2-s2.0-85202014578"
"Kim Y.M.; Bendle N.T.; Hulland J.; Pfarrer M.D.","Kim, Youngtak M. (59337159700); Bendle, Neil T. (56416417100); Hulland, John (6602138552); Pfarrer, Michael D. (15726329900)","59337159700; 56416417100; 6602138552; 15726329900","Corporate sustainability research in marketing: Mapping progress and broadening our perspective","2024","Journal of the Academy of Marketing Science","52","5","","1495","1512","17","1","10.1007/s11747-024-01050-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202931574&doi=10.1007%2fs11747-024-01050-9&partnerID=40&md5=5ad31b9d6d8f1a94290aee81b92fd29f","Article","Final","","Scopus","2-s2.0-85202931574"
"Perera A.","Perera, Ahesha (57226673412)","57226673412","Investor value orientation and environmental and social implications: a case of New Zealand agribusinesses","2024","Social Responsibility Journal","20","7","","1284","1299","15","0","10.1108/SRJ-11-2023-0669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189692097&doi=10.1108%2fSRJ-11-2023-0669&partnerID=40&md5=1af818a2cb8b85d481471626274dcbde","Article","Final","","Scopus","2-s2.0-85189692097"
"Pirgaip B.; Arslan-Ayaydin O.","Pirgaip, Burak (57195478160); Arslan-Ayaydin, Ozgur (55511098100)","57195478160; 55511098100","Exploring the greenium in the green Sukuk universe: evidence from the primary market","2024","International Journal of Islamic and Middle Eastern Finance and Management","17","3","","423","440","17","0","10.1108/IMEFM-05-2023-0186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191830928&doi=10.1108%2fIMEFM-05-2023-0186&partnerID=40&md5=cf1e938a85596bd503bd4f0d177b9ce8","Article","Final","","Scopus","2-s2.0-85191830928"
"Aulia M.; Afiff A.Z.; Hati S.R.H.; Gayatri G.","Aulia, Muhammad (58820968800); Afiff, Adi Zakaria (56728677200); Hati, Sri Rahayu Hijrah (56684881000); Gayatri, Gita (57190130530)","58820968800; 56728677200; 56684881000; 57190130530","Consumers’ sustainable investing: A systematic literature review and research agenda","2024","Cleaner and Responsible Consumption","14","","100215","","","","0","10.1016/j.clrc.2024.100215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201017197&doi=10.1016%2fj.clrc.2024.100215&partnerID=40&md5=7b0bef8de3ac3af2a929fcb0b66bcd1d","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85201017197"
"He X.; Xie Z.","He, Xubiao (8596295900); Xie, Zeng (59219408200)","8596295900; 59219408200","The impact of air pollution on green investments: Green preference and investor sentiment","2024","Journal of Environmental Management","366","","121824","","","","0","10.1016/j.jenvman.2024.121824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198609537&doi=10.1016%2fj.jenvman.2024.121824&partnerID=40&md5=96ef5d4610e7d2c84912ef996f7ef56f","Article","Final","","Scopus","2-s2.0-85198609537"
"Khorilov T.G.; Kim J.","Khorilov, Tokhir Gaybiddinovich (59217000900); Kim, Jungmu (57072669700)","59217000900; 57072669700","ESG and Firm Risk: Evidence in Korea","2024","Sustainability (Switzerland) ","16","13","5388","","","","1","10.3390/su16135388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198486820&doi=10.3390%2fsu16135388&partnerID=40&md5=7bf6faf887f77a81d142415551923e88","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85198486820"
"Jyoti G.; Khanna A.","Jyoti, Gaurav (57224323102); Khanna, Ashu (57040586000)","57224323102; 57040586000","How does sustainability performance affect firms' market performance? An empirical investigation in the Indian context","2024","Environment, Development and Sustainability","26","8","","20457","20483","26","2","10.1007/s10668-023-03482-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162091131&doi=10.1007%2fs10668-023-03482-9&partnerID=40&md5=e989bd23c17b1502099e3001ef15a085","Article","Final","","Scopus","2-s2.0-85162091131"
"Talan G.; Sharma G.D.; Pareira V.; Muschert G.W.","Talan, Gaurav (57205389798); Sharma, Gagan Deep (53064562000); Pareira, Vijay (59303134200); Muschert, Glenn W. (14024762700)","57205389798; 53064562000; 59303134200; 14024762700","From ESG to holistic value addition: Rethinking sustainable investment from the lens of stakeholder theory","2024","International Review of Economics and Finance","96","","103530","","","","0","10.1016/j.iref.2024.103530","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202497621&doi=10.1016%2fj.iref.2024.103530&partnerID=40&md5=2b6f9f21e01e76bad644c1c1341a956f","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85202497621"
"Ahmad Khan K.; Khalid Anser M.; Pala F.; Barut A.; Wasif Zafar M.","Ahmad Khan, Khatib (58076938100); Khalid Anser, Muhammad (57201617089); Pala, Fahrettin (57197742797); Barut, Abdulkadir (57827649500); Wasif Zafar, Muhammad (57205264341)","58076938100; 57201617089; 57197742797; 57827649500; 57205264341","Promoting sustainability in developing Countries: A Machine Learning-based approach to understanding the relationship between green investment and environmental degradation","2024","Gondwana Research","132","","","136","149","13","3","10.1016/j.gr.2024.03.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192772789&doi=10.1016%2fj.gr.2024.03.013&partnerID=40&md5=c727745fef79fac677465fb213244c1a","Article","Final","","Scopus","2-s2.0-85192772789"
"Forrer J.J.; Gray T.R.","Forrer, John J. (7004231668); Gray, Terry R. (59324909000)","7004231668; 59324909000","Impact investing at a crossroads: A pathway forward","2024","Impact Investing at a Crossroads: A Pathway Forward","","","","1","163","162","0","10.4324/9781003276920","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203774356&doi=10.4324%2f9781003276920&partnerID=40&md5=47306e9d73511ba78969ca12ee436d87","Book","Final","","Scopus","2-s2.0-85203774356"
"Hu Y.; Yin C.","Hu, Yi (59168795400); Yin, Chao (57196486004)","59168795400; 57196486004","Political uncertainty, corporate social responsibility, and firm performance","2024","British Accounting Review","56","6","101467","","","","0","10.1016/j.bar.2024.101467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202739316&doi=10.1016%2fj.bar.2024.101467&partnerID=40&md5=696aacfa25b2c94851e6d13132559f13","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85202739316"
"Zhu H.; Rahman M.J.","Zhu, Hongtao (58061408400); Rahman, Md Jahidur (57220839216)","58061408400; 57220839216","Ex-ante expected changes in ESG and future stock returns based on machine learning","2024","British Accounting Review","56","6","101457","","","","0","10.1016/j.bar.2024.101457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200854541&doi=10.1016%2fj.bar.2024.101457&partnerID=40&md5=363ac6f3671f8c8bf19e986bf0b8eb86","Article","Final","","Scopus","2-s2.0-85200854541"
"Wei L.; Chengshu W.","Wei, Li (58583282600); Chengshu, Wu (58583729200)","58583282600; 58583729200","Company ESG performance and institutional investor ownership preferences","2024","Business Ethics, the Environment and Responsibility","33","3","","287","307","20","9","10.1111/beer.12602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171390510&doi=10.1111%2fbeer.12602&partnerID=40&md5=9b479a248aea05ee3a28559df2816c7a","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85171390510"
"Koo K.K.; Kim J.B.","Koo, KwangJoo (KJ) (57202687309); Kim, Jae B. (57189367818)","57202687309; 57189367818","Managerial pessimism and investment in corporate social responsibility","2025","Journal of Business Research","186","","114953","","","","0","10.1016/j.jbusres.2024.114953","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203635017&doi=10.1016%2fj.jbusres.2024.114953&partnerID=40&md5=9d8da84fa006720a273ba0c2ae1d5dd5","Article","Final","","Scopus","2-s2.0-85203635017"
"Feng J.; Tang S.; Zhong J.","Feng, Juzhang (58866966300); Tang, Sha (58866966400); Zhong, Junhao (57209205954)","58866966300; 58866966400; 57209205954","Can corporate environmental, social, and governance performance influence foreign institutional investors to hold shares? Evidence from China","2024","Business Strategy and the Environment","33","5","","4310","4330","20","6","10.1002/bse.3708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184177996&doi=10.1002%2fbse.3708&partnerID=40&md5=f2f37470593ea245a85bfd1a2ec5100b","Article","Final","","Scopus","2-s2.0-85184177996"
"Aly D.; Abdelqader M.; Darwish T.K.; Toporkiewicz A.; Radwan A.","Aly, Doaa (35224558800); Abdelqader, Muath (57223199734); Darwish, Tamer K. (55201306500); Toporkiewicz, Anna (58522086000); Radwan, Ali (58854409800)","35224558800; 57223199734; 55201306500; 58522086000; 58854409800","Board characteristics and sustainability in higher education institutions: The case of the United Kingdom","2024","Higher Education Quarterly","78","3","","898","917","19","0","10.1111/hequ.12496","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183632567&doi=10.1111%2fhequ.12496&partnerID=40&md5=20a6c7f7ee101178817dc49f5ae9c392","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85183632567"
"Hossain M.S.; Sultana M.","Hossain, Mohammed Sawkat (57207017234); Sultana, Maleka (59010119800)","57207017234; 59010119800","Digitalization of corporate finance and firm performance: global evidence and analysis","2024","Journal of Financial Economic Policy","16","4","","501","539","38","0","10.1108/JFEP-04-2023-0109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191772668&doi=10.1108%2fJFEP-04-2023-0109&partnerID=40&md5=339640c113fa8e9c7cadab733c134343","Article","Final","","Scopus","2-s2.0-85191772668"
