"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18253.91,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18387.82,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18204.26,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18258.73,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18208.39,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18221.55,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,17898.84,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,17704.18,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18204.71,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18370.13,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18998.12,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,19262.57,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,19270.67,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18671.48,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18446.62,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,18370.39,,
"NLD","Netherlands","GHG","Greenhouse gases","AGR","3 - Agriculture","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,17974.7,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,22856.1,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,24578.54,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,24292.5,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,24797.57,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,24106.12,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,25523.06,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,26159.57,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,27007.04,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,27313.35,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,25784.05,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,26198.5,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,25847.9,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,26830.15,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,28182.65,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,30761.67,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,34251.26,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,36760.78,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,39667.41,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,41685.01,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,43069.37,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,49059.96,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,53960.75,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,56265.53,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,59327.31,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,60056.5,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,59718.95,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,63754.29,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,66628.25,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,67738.22,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,59002.53,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,67962.3,,
"TUR","Türkiye","GHG","Greenhouse gases","IND_PROC","2- Industrial processes and product use","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,75135.77,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,159724.63,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,168148.27,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,168011.65,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,168128.36,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,168665.49,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,170417.91,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,180014.58,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,171817.44,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,172601.37,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,167081.81,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,168092.84,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,173570.61,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,172967.32,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,176497.65,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,177865.02,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,173999.69,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,169398.38,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,169717.03,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,173192.39,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,168209.17,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,179919.58,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,166508.39,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,163054.43,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,162117.06,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,154506.28,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,161055.18,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,162057.34,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,159003.07,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,154701.23,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,149356.88,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,133802.55,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER","1 - Energy","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,137397.22,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1990","1990","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.429,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1991","1991","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.433,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1992","1992","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.427,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1993","1993","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.422,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1994","1994","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.411,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1995","1995","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.399,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1996","1996","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.403,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1997","1997","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.373,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1998","1998","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.357,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1999","1999","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.321,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2000","2000","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.306,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2001","2001","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.301,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2002","2002","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.297,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2003","2003","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.297,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2004","2004","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.294,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2005","2005","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.28,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2006","2006","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.264,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2007","2007","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.253,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2008","2008","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.247,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2009","2009","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.25,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.261,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2011","2011","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.24,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.237,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2013","2013","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.237,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.224,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2015","2015","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.228,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.224,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2017","2017","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.214,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.204,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2019","2019","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.194,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2020","2020","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.183,,
"NLD","Netherlands","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2021","2021","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.177,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1990","1990","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.326,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1991","1991","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.334,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1992","1992","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.323,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1993","1993","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.309,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1994","1994","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.318,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1995","1995","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.315,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1996","1996","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.317,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1997","1997","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.307,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1998","1998","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.299,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","1999","1999","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.307,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2000","2000","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.309,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2001","2001","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.307,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2002","2002","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.294,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2003","2003","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.297,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2004","2004","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.279,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2005","2005","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.275,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2006","2006","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.272,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2007","2007","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.284,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2008","2008","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.279,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2009","2009","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.298,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2010","2010","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.278,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2011","2011","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.268,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2012","2012","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.268,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2013","2013","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.242,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2014","2014","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.241,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2015","2015","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.235,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2016","2016","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.24,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2017","2017","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.235,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2018","2018","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.226,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2019","2019","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.218,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2020","2020","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.22,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_GDP","Total GHG excl. LULUCF per unit of GDP","2021","2021","KG_1000USD","Kilograms per 1 000 US dollars","3","Thousands",,,0.213,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,39678.2,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,44937.67,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42034.03,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,44320.82,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,41691.25,,
"NLD","Netherlands","GHG","Greenhouse gases","ENER_OSECT","1A4 - Residential and other sectors","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,44037.73,,
