"COUNTRY","Country","SECTOR","Sector","CATEGORY","Category","VARIABLE","Variable","CURRENCY","Currency","YEAR","Year","Value","Flag Codes","Flags"
"NLD","Netherlands","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"NLD","Netherlands","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"NOR","Norway","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"NOR","Norway","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"NOR","Norway","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"NOR","Norway","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"POL","Poland","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"POL","Poland","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"POL","Poland","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"POL","Poland","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"PRT","Portugal","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"PRT","Portugal","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"PRT","Portugal","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"PRT","Portugal","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"ESP","Spain","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"ESP","Spain","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"ESP","Spain","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"ESP","Spain","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"SWE","Sweden","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"SWE","Sweden","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"SWE","Sweden","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"SWE","Sweden","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"CHE","Switzerland","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"CHE","Switzerland","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"CHE","Switzerland","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"CHE","Switzerland","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"TUR","Türkiye","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",-0.35904244,,
"TUR","Türkiye","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",-0.35904244,,
"TUR","Türkiye","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",-2.9762325,,
"TUR","Türkiye","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",-2.9762325,,
"GBR","United Kingdom","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"GBR","United Kingdom","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"GBR","United Kingdom","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"GBR","United Kingdom","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"EST","Estonia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"EST","Estonia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"EST","Estonia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"EST","Estonia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"LVA","Latvia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"LVA","Latvia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"LVA","Latvia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"LVA","Latvia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"LTU","Lithuania","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"LTU","Lithuania","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"LTU","Lithuania","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"LTU","Lithuania","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"SVN","Slovenia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"SVN","Slovenia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"SVN","Slovenia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"SVN","Slovenia","ALL","All sectors","FFUEL","Fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"AUT","Austria","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"AUT","Austria","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"AUT","Austria","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"AUT","Austria","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"BEL","Belgium","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"BEL","Belgium","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"BEL","Belgium","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"BEL","Belgium","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"CZE","Czechia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"CZE","Czechia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"CZE","Czechia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"CZE","Czechia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"DNK","Denmark","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"DNK","Denmark","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"DNK","Denmark","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"DNK","Denmark","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"FIN","Finland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"FIN","Finland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"FIN","Finland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"FIN","Finland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"FRA","France","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"FRA","France","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"FRA","France","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"FRA","France","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"DEU","Germany","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"DEU","Germany","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"DEU","Germany","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"DEU","Germany","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"HUN","Hungary","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",-0.23607868,,
"HUN","Hungary","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",-0.23607868,,
"HUN","Hungary","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",-84.642929,,
"HUN","Hungary","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",-84.642929,,
"ISL","Iceland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"ISL","Iceland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"ISL","Iceland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"ISL","Iceland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"IRL","Ireland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"IRL","Ireland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"IRL","Ireland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"IRL","Ireland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"ITA","Italy","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"ITA","Italy","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"ITA","Italy","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"ITA","Italy","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"LUX","Luxembourg","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"LUX","Luxembourg","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"LUX","Luxembourg","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"LUX","Luxembourg","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"NLD","Netherlands","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"NLD","Netherlands","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"NLD","Netherlands","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"NLD","Netherlands","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"NOR","Norway","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"NOR","Norway","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"NOR","Norway","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"NOR","Norway","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"POL","Poland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"POL","Poland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"POL","Poland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"POL","Poland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"PRT","Portugal","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"PRT","Portugal","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"PRT","Portugal","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"PRT","Portugal","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"ESP","Spain","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"ESP","Spain","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"ESP","Spain","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"ESP","Spain","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"SWE","Sweden","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"SWE","Sweden","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"SWE","Sweden","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"SWE","Sweden","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"CHE","Switzerland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"CHE","Switzerland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"CHE","Switzerland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"CHE","Switzerland","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"TUR","Türkiye","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",-0.81297588,,
"TUR","Türkiye","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",-0.81297588,,
"TUR","Türkiye","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",-6.7390509,,
"TUR","Türkiye","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",-6.7390509,,
"GBR","United Kingdom","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"GBR","United Kingdom","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"GBR","United Kingdom","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"GBR","United Kingdom","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"EST","Estonia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"EST","Estonia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"EST","Estonia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"EST","Estonia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"LVA","Latvia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"LVA","Latvia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
"LVA","Latvia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUREAL","Local currency, real 2021 base  ","2021","2021",0,,
"LVA","Latvia","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","LCUNOM","Local currency, nominal","2021","2021",0,,
"LTU","Lithuania","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURREAL","EUR, real 2021 base  ","2021","2021",0,,
"LTU","Lithuania","ALL","All sectors","COAL","Coal and other solid fossil fuels","SUBSID","Fossil fuel subsidy, average in Currency Unit per tCO2e","EURNOM","EUR, nominal ","2021","2021",0,,
